pollster,start_date,end_date,candidate_name,pct,sample_size,state,methodology,party,election_date
Outward Intelligence,2024-09-22,2024-09-26,Kamala Harris,50.8,1735,National,Online Panel,DEM,2024-11-05
Outward Intelligence,2024-09-22,2024-09-26,Donald Trump,45,1735,National,Online Panel,REP,2024-11-05
Outward Intelligence,2024-09-22,2024-09-26,Robert F. Kennedy,2.6,1735,National,Online Panel,IND,2024-11-05
Outward Intelligence,2024-09-22,2024-09-26,Jill Stein,0.5,1735,National,Online Panel,GRE,2024-11-05
Outward Intelligence,2024-09-22,2024-09-26,Cornel West,0.6,1735,National,Online Panel,IND,2024-11-05
Outward Intelligence,2024-09-22,2024-09-26,Chase Oliver,0.5,1735,National,Online Panel,LIB,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Kamala Harris,45,688,Michigan,Live Phone,DEM,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Donald Trump,47,688,Michigan,Live Phone,REP,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Kamala Harris,43,688,Michigan,Live Phone,DEM,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Donald Trump,46,688,Michigan,Live Phone,REP,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Jill Stein,2,688,Michigan,Live Phone,GRE,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Chase Oliver,2,688,Michigan,Live Phone,LIB,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Kamala Harris,48,688,Michigan,Live Phone,DEM,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Donald Trump,47,688,Michigan,Live Phone,REP,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Kamala Harris,46,688,Michigan,Live Phone,DEM,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Donald Trump,46,688,Michigan,Live Phone,REP,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Jill Stein,2,688,Michigan,Live Phone,GRE,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Chase Oliver,1,688,Michigan,Live Phone,LIB,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Kamala Harris,45,687,Ohio,Live Phone,DEM,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Donald Trump,49,687,Ohio,Live Phone,REP,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Kamala Harris,44,687,Ohio,Live Phone,DEM,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Donald Trump,47,687,Ohio,Live Phone,REP,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Jill Stein,2,687,Ohio,Live Phone,GRE,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Chase Oliver,2,687,Ohio,Live Phone,LIB,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Kamala Harris,44,687,Ohio,Live Phone,DEM,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Donald Trump,50,687,Ohio,Live Phone,REP,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Kamala Harris,43,687,Ohio,Live Phone,DEM,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Donald Trump,49,687,Ohio,Live Phone,REP,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Jill Stein,2,687,Ohio,Live Phone,GRE,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Chase Oliver,2,687,Ohio,Live Phone,LIB,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Kamala Harris,49,680,Wisconsin,Live Phone,DEM,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Donald Trump,47,680,Wisconsin,Live Phone,REP,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Kamala Harris,48,680,Wisconsin,Live Phone,DEM,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Donald Trump,45,680,Wisconsin,Live Phone,REP,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Jill Stein,1,680,Wisconsin,Live Phone,GRE,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Chase Oliver,2,680,Wisconsin,Live Phone,LIB,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Kamala Harris,49,680,Wisconsin,Live Phone,DEM,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Donald Trump,47,680,Wisconsin,Live Phone,REP,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Kamala Harris,48,680,Wisconsin,Live Phone,DEM,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Donald Trump,46,680,Wisconsin,Live Phone,REP,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Jill Stein,1,680,Wisconsin,Live Phone,GRE,2024-11-05
Siena/NYT,2024-09-21,2024-09-26,Chase Oliver,2,680,Wisconsin,Live Phone,LIB,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Kamala Harris,52,882,Wisconsin,Probability Panel,DEM,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Donald Trump,48,882,Wisconsin,Probability Panel,REP,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Kamala Harris,52,798,Wisconsin,Probability Panel,DEM,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Donald Trump,48,798,Wisconsin,Probability Panel,REP,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Kamala Harris,48,882,Wisconsin,Probability Panel,DEM,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Donald Trump,44,882,Wisconsin,Probability Panel,REP,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Robert F. Kennedy,3,882,Wisconsin,Probability Panel,IND,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Chase Oliver,1,882,Wisconsin,Probability Panel,LIB,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Jill Stein,1,882,Wisconsin,Probability Panel,GRE,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Randall A. Terry,1,882,Wisconsin,Probability Panel,CON,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Cornel West,0,882,Wisconsin,Probability Panel,IND,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Claudia De La Cruz,0,882,Wisconsin,Probability Panel,PSL,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Kamala Harris,49,798,Wisconsin,Probability Panel,DEM,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Donald Trump,44,798,Wisconsin,Probability Panel,REP,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Robert F. Kennedy,3,798,Wisconsin,Probability Panel,IND,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Chase Oliver,1,798,Wisconsin,Probability Panel,LIB,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Jill Stein,1,798,Wisconsin,Probability Panel,GRE,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Randall A. Terry,1,798,Wisconsin,Probability Panel,CON,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Cornel West,0,798,Wisconsin,Probability Panel,IND,2024-11-05
Marquette Law School,2024-09-18,2024-09-26,Claudia De La Cruz,0,798,Wisconsin,Probability Panel,PSL,2024-11-05
Echelon Insights,2024-09-23,2024-09-25,Kamala Harris,52,1005,National,Online Panel,DEM,2024-11-05
Echelon Insights,2024-09-23,2024-09-25,Donald Trump,45,1005,National,Online Panel,REP,2024-11-05
Echelon Insights,2024-09-23,2024-09-25,Kamala Harris,49,1005,National,Online Panel,DEM,2024-11-05
Echelon Insights,2024-09-23,2024-09-25,Donald Trump,44,1005,National,Online Panel,REP,2024-11-05
Echelon Insights,2024-09-23,2024-09-25,Robert F. Kennedy,2,1005,National,Online Panel,IND,2024-11-05
Echelon Insights,2024-09-23,2024-09-25,Chase Oliver,1,1005,National,Online Panel,LIB,2024-11-05
Echelon Insights,2024-09-23,2024-09-25,Jill Stein,0,1005,National,Online Panel,GRE,2024-11-05
Echelon Insights,2024-09-23,2024-09-25,Cornel West,0,1005,National,Online Panel,IND,2024-11-05
Big Village,2024-09-23,2024-09-25,Kamala Harris,45.6,2021,National,Online Panel,DEM,2024-11-05
Big Village,2024-09-23,2024-09-25,Donald Trump,41.1,2021,National,Online Panel,REP,2024-11-05
Big Village,2024-09-23,2024-09-25,Kamala Harris,48.6,1663,National,Online Panel,DEM,2024-11-05
Big Village,2024-09-23,2024-09-25,Donald Trump,43.9,1663,National,Online Panel,REP,2024-11-05
Big Village,2024-09-23,2024-09-25,Kamala Harris,49.5,1524,National,Online Panel,DEM,2024-11-05
Big Village,2024-09-23,2024-09-25,Donald Trump,45.7,1524,National,Online Panel,REP,2024-11-05
TIPP,2024-09-23,2024-09-25,Kamala Harris,48,1044,Nevada,Online Panel,DEM,2024-11-05
TIPP,2024-09-23,2024-09-25,Donald Trump,43.9,1044,Nevada,Online Panel,REP,2024-11-05
TIPP,2024-09-23,2024-09-25,Kamala Harris,49.2,736,Nevada,Online Panel,DEM,2024-11-05
TIPP,2024-09-23,2024-09-25,Donald Trump,47.9,736,Nevada,Online Panel,REP,2024-11-05
TIPP,2024-09-23,2024-09-25,Kamala Harris,47.6,1044,Nevada,Online Panel,DEM,2024-11-05
TIPP,2024-09-23,2024-09-25,Donald Trump,43.3,1044,Nevada,Online Panel,REP,2024-11-05
TIPP,2024-09-23,2024-09-25,Cornel West,1.1,1044,Nevada,Online Panel,IND,2024-11-05
TIPP,2024-09-23,2024-09-25,Jill Stein,0.2,1044,Nevada,Online Panel,GRE,2024-11-05
TIPP,2024-09-23,2024-09-25,Kamala Harris,49.7,736,Nevada,Online Panel,DEM,2024-11-05
TIPP,2024-09-23,2024-09-25,Donald Trump,48.5,736,Nevada,Online Panel,REP,2024-11-05
TIPP,2024-09-23,2024-09-25,Cornel West,0.3,736,Nevada,Online Panel,IND,2024-11-05
TIPP,2024-09-23,2024-09-25,Jill Stein,0.1,736,Nevada,Online Panel,GRE,2024-11-05
Quantus Insights,2024-09-23,2024-09-25,Kamala Harris,47.7,628,Nevada,Online Panel,DEM,2024-11-05
Quantus Insights,2024-09-23,2024-09-25,Donald Trump,48.8,628,Nevada,Online Panel,REP,2024-11-05
Emerson,2024-09-23,2024-09-25,Kamala Harris,55.5,1000,New York,Online Panel/Text-to-Web,DEM,2024-11-05
Emerson,2024-09-23,2024-09-25,Donald Trump,41.6,1000,New York,Online Panel/Text-to-Web,REP,2024-11-05
RMG Research,2024-09-23,2024-09-25,Kamala Harris,50,2952,National,Online Panel,DEM,2024-11-05
RMG Research,2024-09-23,2024-09-25,Donald Trump,48,2952,National,Online Panel,REP,2024-11-05
ARW Strategies,2024-09-23,2024-09-25,Kamala Harris,39,600,Indiana,NA,DEM,2024-11-05
ARW Strategies,2024-09-23,2024-09-25,Donald Trump,55,600,Indiana,NA,REP,2024-11-05
Morning Consult,2024-09-23,2024-09-25,Kamala Harris,51,10966,National,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-23,2024-09-25,Donald Trump,45,10966,National,Online Panel,REP,2024-11-05
McLaughlin,2024-09-23,2024-09-25,Kamala Harris,46,1200,Florida,NA,DEM,2024-11-05
McLaughlin,2024-09-23,2024-09-25,Donald Trump,51,1200,Florida,NA,REP,2024-11-05
Victory Insights,2024-09-22,2024-09-25,Kamala Harris,44.9,600,Florida,IVR/Text-to-Web,DEM,2024-11-05
Victory Insights,2024-09-22,2024-09-25,Donald Trump,46.9,600,Florida,IVR/Text-to-Web,REP,2024-11-05
CNN/SSRS,2024-09-20,2024-09-25,Kamala Harris,48,931,North Carolina,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,DEM,2024-11-05
CNN/SSRS,2024-09-20,2024-09-25,Donald Trump,48,931,North Carolina,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,REP,2024-11-05
CNN/SSRS,2024-09-20,2024-09-25,Cornel West,1,931,North Carolina,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,IND,2024-11-05
CNN/SSRS,2024-09-20,2024-09-25,Jill Stein,0,931,North Carolina,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,GRE,2024-11-05
CNN/SSRS,2024-09-20,2024-09-25,Chase Oliver,1,931,North Carolina,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,LIB,2024-11-05
CNN/SSRS,2024-09-20,2024-09-25,Kamala Harris,53,749,Nebraska CD-2,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,DEM,2024-11-05
CNN/SSRS,2024-09-20,2024-09-25,Donald Trump,42,749,Nebraska CD-2,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,REP,2024-11-05
CNN/SSRS,2024-09-20,2024-09-25,Cornel West,1,749,Nebraska CD-2,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,IND,2024-11-05
CNN/SSRS,2024-09-20,2024-09-25,Jill Stein,1,749,Nebraska CD-2,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,GRE,2024-11-05
CNN/SSRS,2024-09-20,2024-09-25,Chase Oliver,1,749,Nebraska CD-2,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,LIB,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,48.6,946,Arizona,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,49.7,946,Arizona,Online Ad,REP,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Jill Stein,0.4,946,Arizona,Online Ad,GRE,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,48.6,946,Arizona,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,49.8,946,Arizona,Online Ad,REP,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,46.6,918,Michigan,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,50.4,918,Michigan,Online Ad,REP,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Jill Stein,1.5,918,Michigan,Online Ad,GRE,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Robert F. Kennedy,0.1,918,Michigan,Online Ad,IND,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Chase Oliver,0,918,Michigan,Online Ad,LIB,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,47.2,918,Michigan,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,50.6,918,Michigan,Online Ad,REP,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,50.6,858,Nevada,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,47.7,858,Nevada,Online Ad,REP,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Jill Stein,1,858,Nevada,Online Ad,GRE,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,50.5,858,Nevada,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,47.7,858,Nevada,Online Ad,REP,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,48,1775,Pennsylvania,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,50.6,1775,Pennsylvania,Online Ad,REP,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Chase Oliver,0.4,1775,Pennsylvania,Online Ad,LIB,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Jill Stein,0,1775,Pennsylvania,Online Ad,GRE,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,48.1,1775,Pennsylvania,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,51,1775,Pennsylvania,Online Ad,REP,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,48.2,1077,Wisconsin,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,49.6,1077,Wisconsin,Online Ad,REP,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Chase Oliver,1,1077,Wisconsin,Online Ad,LIB,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Jill Stein,0.9,1077,Wisconsin,Online Ad,GRE,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Robert F. Kennedy,0.2,1077,Wisconsin,Online Ad,IND,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Cornel West,0,1077,Wisconsin,Online Ad,IND,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,48.2,1077,Wisconsin,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,49.7,1077,Wisconsin,Online Ad,REP,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,50.8,1173,North Carolina,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,47.3,1173,North Carolina,Online Ad,REP,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Jill Stein,0.9,1173,North Carolina,Online Ad,GRE,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Cornel West,0.6,1173,North Carolina,Online Ad,IND,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Chase Oliver,0.2,1173,North Carolina,Online Ad,LIB,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,50.5,1173,North Carolina,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,48.1,1173,North Carolina,Online Ad,REP,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,49,1200,Georgia,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,49.3,1200,Georgia,Online Ad,REP,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Chase Oliver,0.1,1200,Georgia,Online Ad,LIB,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Cornel West,0,1200,Georgia,Online Ad,IND,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Kamala Harris,49,1200,Georgia,Online Ad,DEM,2024-11-05
AtlasIntel,2024-09-20,2024-09-25,Donald Trump,49.6,1200,Georgia,Online Ad,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,49,977,Arizona,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,46,977,Arizona,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,1,977,Arizona,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,2,977,Arizona,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,50,977,Arizona,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,47,977,Arizona,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,49,926,Arizona,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,46,926,Arizona,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,1,926,Arizona,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,2,926,Arizona,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,50,926,Arizona,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,47,926,Arizona,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,48,989,Georgia,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,47,989,Georgia,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,0,989,Georgia,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,3,989,Georgia,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,48,989,Georgia,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,47,989,Georgia,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,48,913,Georgia,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,48,913,Georgia,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,0,913,Georgia,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,2,913,Georgia,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,49,913,Georgia,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,49,913,Georgia,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,49,894,Michigan,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,45,894,Michigan,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,1,894,Michigan,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,2,894,Michigan,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,49,894,Michigan,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,47,894,Michigan,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,50,800,Michigan,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,46,800,Michigan,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,1,800,Michigan,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,1,800,Michigan,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,50,800,Michigan,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,47,800,Michigan,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,46,574,Nevada,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,44,574,Nevada,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,3,574,Nevada,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,4,574,Nevada,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,49,574,Nevada,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,45,574,Nevada,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,50,516,Nevada,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,44,516,Nevada,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,2,516,Nevada,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,2,516,Nevada,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,52,516,Nevada,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,45,516,Nevada,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,48,889,North Carolina,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,46,889,North Carolina,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,1,889,North Carolina,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,3,889,North Carolina,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,50,889,North Carolina,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,47,889,North Carolina,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,49,828,North Carolina,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,47,828,North Carolina,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,0,828,North Carolina,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,2,828,North Carolina,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,50,828,North Carolina,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,48,828,North Carolina,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,50,993,Pennsylvania,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,44,993,Pennsylvania,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,0,993,Pennsylvania,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,4,993,Pennsylvania,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,49,993,Pennsylvania,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,46,993,Pennsylvania,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,51,924,Pennsylvania,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,45,924,Pennsylvania,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,0,924,Pennsylvania,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,3,924,Pennsylvania,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,51,924,Pennsylvania,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,46,924,Pennsylvania,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,49,849,Wisconsin,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,47,849,Wisconsin,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,1,849,Wisconsin,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,2,849,Wisconsin,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,50,849,Wisconsin,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,48,849,Wisconsin,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,50,785,Wisconsin,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,47,785,Wisconsin,Online Panel,REP,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Jill Stein,0,785,Wisconsin,Online Panel,GRE,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Chase Oliver,1,785,Wisconsin,Online Panel,LIB,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Kamala Harris,51,785,Wisconsin,Online Panel,DEM,2024-11-05
Morning Consult,2024-09-19,2024-09-25,Donald Trump,48,785,Wisconsin,Online Panel,REP,2024-11-05
Benenson Strategy Group/GS Strategy Group,2024-09-19,2024-09-25,Kamala Harris,50,409,Arizona,Online Panel/Text-to-Web,DEM,2024-11-05
Benenson Strategy Group/GS Strategy Group,2024-09-19,2024-09-25,Donald Trump,47,409,Arizona,Online Panel/Text-to-Web,REP,2024-11-05
